fieldguide,english_common,latin_species,length,voice,order,family,family_english,english,match,latin_species_correct,changed,comment
allabout_birds,Evening Grosbeak,Coccothraustes vespertinus,17,"Evening Grosbeaks give sweet, piercing calls and burry chirps Although they are songbirds by lineage, Evening Grosbeaks do not have regular songs. They may rarely give short, uneven warbles.",NA,NA,NA,NA,FALSE,Coccothraustes vespertinus,no,
allabout_birds,Ferruginous Hawk,Buteo regalis,62.5,"When alarmed, adults and fledglings give a scratchy scream reminiscent of a Herring Gull's call. Young nestlings give short cheeps.",Accipitriformes,Accipitridae,"Kites, Hawks, Eagles",Ferruginous Hawk,TRUE,Buteo regalis,no,
allabout_birds,Field Sparrow,Spizella pusilla,13.5,"Males and females both give an array of calls, including a single-note 'seep' when foraging together, and a higher-pitched version made by mated pairs when courting and nest building. A brooding female makes a call that sounds like a low-pitched cricket's chirp when her mate approaches the nest with food. Threats will elicit a chip call, possibly to alert a mate or chicks, and the birds will react to hawks with a high, thin, whistled  "" zeeeeee "" . The Field Sparrow's most familiar song is a long, accelerating series of short whistles that build to a rapid trill. It lasts about 4 seconds and has the quality of a bouncing ball coming to rest. In early morning, males sing a more complex song, which begins with the trill followed by longer notes, and is used during territorial interactions.",Passeriformes,Passerellidae,New World Sparrows,Field Sparrow,TRUE,Spizella pusilla,no,
allabout_birds,Fish Crow,Corvus ossifragus,38,"Fish Crows have a distinctive caw that is short, nasal and quite different-sounding from an American Crow. This call is sometimes doubled-up with an inflection similar to someone saying  "" uh-uh "" . They also make an even shorter, higher-pitched call when in large groups, when perched or in flight.",Passeriformes,Corvidae,"Crows, Jays",Fish Crow,TRUE,Corvus ossifragus,no,
allabout_birds,Flammulated Owl,Psiloscops flammeolus,16,"A wide array of calls typical of small owls, including twitters, mews, peeps, hisses, snores, moans, and screams. Males deliver a repeated, low  "" hoot "" , often described as 'ventriloquial' because it can be so difficult for humans to locate the bird from the sound. The song, such as it is, serves to advertise to potential mates and to mark territory.",Strigiformes,Strigidae,Owls,Flammulated Owl,TRUE,Psiloscops flammeolus,no,
allabout_birds,Florida Scrub-Jay,Aphelocoma coerulescens,25.5,"Florida Scrub-Jays are vocal birds. The most frequent calls include a scratchy  "" weep "" , repeated in quick succession in flight or while perched; a harsh scold, typically given while perched on top of a shrub; and a guttural growl. When alarmed, females make a rapid, mechanical  "" hiccup ""  sound while bobbing up and down with their bill pointed up.",Passeriformes,Corvidae,"Crows, Jays",Florida Scrub Jay,TRUE,Aphelocoma coerulescens,no,
allabout_birds,Fork-tailed Storm-Petrel,Oceanodroma furcata,20,"Near the nest, both sexes give a squeaky, harsh, descending  "" deer-deer-deer-deer "" . Typically silent at sea.",NA,NA,NA,NA,FALSE,Oceanodroma furcata,no,
allabout_birds,Forster's Tern,Sterna forsteri,34.5,"Adults give a harsh  "" kyarrr "" , similar to that of Common Tern but a bit lower in pitch.",Charadriiformes,Laridae,"Gulls, Terns, Skimmers",Forster's Tern,TRUE,Sterna forsteri,no,
allabout_birds,Fox Sparrow,Passerella iliaca,17,"When fighting over territory or when a human approaches the nest, Fox Sparrows give  "" smack "" calls (which vary from population to population). Their other calls include  "" chu-chu "" calls and  "" sip "" calls. Male Fox Sparrows sing a sequence of about a dozen rich, whistled notes lasting 2-3 seconds in all, usually from a concealed perch a few feet from the top of a spruce or fir tree. During summer they sing vigorously at any time from before dawn until long after dark, in fair weather or foul. Northern and eastern populations of Fox Sparrows sing one or two song types each, while western populations sing three or four. Western songs tend to be less rich and more burry than eastern songs. The female occasionally sings a softer, briefer version of the male's song.",Passeriformes,Passerellidae,New World Sparrows,Red Fox Sparrow,TRUE,Passerella iliaca,no,
allabout_birds,Franklin's Gull,Leucophaeus pipixcan,34,"The most commonly heard call from nonbreeding birds is a short, sharp  "" kek "" , given when feeding, flying, or gathering to roost. Birds that have been disturbed give an alarm call that is a rapid series of  "" kek "" calls. Courting males give a 'long call' that is unlike that of other gull species, beginning and ending with a short  "" kah "" and consisting of up to 8 long, high-pitched  "" keeeah "" calls in between. Males also give this call in situations of conflict.",Charadriiformes,Laridae,"Gulls, Terns, Skimmers",Franklin's Gull,TRUE,Leucophaeus pipixcan,no,
allabout_birds,Fulvous Whistling-Duck,Dendrocygna bicolor,47.5,"A high-pitched, whistling  "" kee-chee "" , often given in flight.",Anseriformes,Anatidae,"Ducks, Geese, Swans",Fulvous Whistling Duck,TRUE,Dendrocygna bicolor,no,
allabout_birds,Gadwall,Mareca strepera,51.5,"Male Gadwall make short, deep, reedy calls referred to as 'burps,' given in steady succession or 2-5 at a time while flying. They also make high whistles. Females quack rather like Mallards, but with a slightly higher pitch and more nasal quality.",Anseriformes,Anatidae,"Ducks, Geese, Swans",Gadwall,TRUE,Mareca strepera,no,
allabout_birds,Gambel's Quail,Callipepla gambelii,25,"Both male and female Gambel's Quail give a distinctive 3-4 note call when separated from covey members. Potential threats or something suspicious near the covey triggers a  "" chip-chip-chip "" , and if a direct threat occurs the birds give a  "" crear-crear "" or  "" squawk "" alarm call as they take wing. During the breeding season males announce their availability with a  "" kaa "" or  "" cow "" call given from an elevated perch.",Galliformes,Odontophoridae,New World Quail,Gambel's Quail,TRUE,Callipepla gambelii,no,
allabout_birds,Gila Woodpecker,Melanerpes uropygialis,23,"Gila Woodpeckers give a rolling series of notes on one pitch, similar to the commonest call of Red-bellied Woodpecker or Northern Flicker. Both sexes give this call, but males tend to call more frequently. Both sexes also give a higher-pitched series of  "" piip  "" notes, with females tending to give this call more frequently.",Piciformes,Picidae,Woodpeckers,Gila Woodpecker,TRUE,Melanerpes uropygialis,no,
allabout_birds,Gilded Flicker,Colaptes chrysoides,28,"Call a long series of loud  "" wik-wik-wik ""  notes. Also a softer  "" wik-a-wik-a-wik-a, ""  and a strong single-note  "" peah. """,Piciformes,Picidae,Woodpeckers,Gilded Flicker,TRUE,Colaptes chrysoides,no,
allabout_birds,Glaucous Gull,Larus hyperboreus,68,"Calls are yelping, mewing, and clucking sounds very similar to those of the more widespread Herring Gull but often higher in pitch.",Charadriiformes,Laridae,"Gulls, Terns, Skimmers",Glaucous Gull,TRUE,Larus hyperboreus,no,
allabout_birds,Glaucous-winged Gull,Larus glaucescens,54.5,"A low, piercing  "" kiau "" is the most commonly heard call, similar to other large gulls' calls; also a low  "" cow-cow-cow.  "" The 'long call' is a series of higher-pitched, longer notes, shortening and descending as they progress, that resemble similar calls of Western and Herring Gulls—this is the gull vocalization that many people associate generally with the 'seashore.' On breeding grounds, males and females give a great variety of calls in courtship and threat displays.",Charadriiformes,Laridae,"Gulls, Terns, Skimmers",Glaucous-winged Gull,TRUE,Larus glaucescens,no,
allabout_birds,Glossy Ibis,Plegadis falcinellus,57,"Glossy Ibises call infrequently, though flocks sometimes call quietly as they forage, a throaty murmuring sound. Disturbed birds often give a guttural grunt when flying off. Begging chicks flap and make insectlike buzzing sounds when parents return to the nest; adults give raspy grunts when arriving. Courting birds give much softer, dovelike coos. No song.",Pelecaniformes,Threskiornithidae,"Ibises, Spoonbills",Glossy Ibis,TRUE,Plegadis falcinellus,no,
allabout_birds,Golden Eagle,Aquila chrysaetos,77,"Golden Eagles are not big talkers. Their occasional calls tend to be high, weak, and whistled. You're most likely to hear these birds during breeding season, when nestlings' high-pitched begging calls can travel a mile or more, and adults announce food deliveries with a  "" wip "" or a  "" wonk "" .",Accipitriformes,Accipitridae,"Kites, Hawks, Eagles",Golden Eagle,TRUE,Aquila chrysaetos,no,
allabout_birds,Golden-cheeked Warbler,Setophaga chrysoparia,12.5,"Song buzzy and slow  "" ter-wih-zeee-e-e-e, chy ""  or  "" bzzzz, layzee, dayzee. """,Passeriformes,Parulidae,New World Warblers,Golden-cheeked Warbler,TRUE,Setophaga chrysoparia,no,
allabout_birds,Golden-crowned Kinglet,Regulus satrapa,9.5,"Both males and females give thin, threadlike  "" tsee "" notes, often two or three in a row, to contact each other. Golden-crowned Kinglets sing an ascending, accelerating series of up to 14 very high-pitched  "" tsee "" notes lasting up to 3 seconds and sometimes ending in a musical warble that drops an octave or more in pitch. This is one of the first bird songs that people stop being able to hear as they age. Both males and females sing while constructing the nest, when other songbirds approach, and when predators are nearby, and males sing to proclaim their territory.",Passeriformes,Regulidae,"Goldcrests, Kinglets",Golden-crowned Kinglet,TRUE,Regulus satrapa,no,
allabout_birds,Golden-crowned Sparrow,Zonotrichia atricapilla,16.5,"Calls include a loud  "" chink "" alarm call, three kinds of feeding calls ( "" chip "" ,  "" churr "" , and  "" plear plear plear "" ) and a flat  "" tchup "" . Golden-crowned Sparrows have a song of several clear whistles, sliding downward in a melancholy phrase that's sometimes described as 'I'm so tired' or 'oh, dear me.' Often, they add a trill to the end. Males sing from the treetops, rooftops, and the tops and edges of shrub thickets, mainly in the early breeding season but also at other times of year.",Passeriformes,Passerellidae,New World Sparrows,Golden-crowned Sparrow,TRUE,Zonotrichia atricapilla,no,
allabout_birds,Golden-fronted Woodpecker,Melanerpes aurifrons,24,"Call a loud, raspy  "" churr. ""  Also short  "" check ""  notes and drums.",Piciformes,Picidae,Woodpeckers,Golden-fronted Woodpecker,TRUE,Melanerpes aurifrons,no,
allabout_birds,Golden-winged Warbler,Vermivora chrysoptera,13,"Males and females give  "" tzip "" notes to each other during courtship. Adults make a  "" zeee "" note to young as they leave the nest and during the postfledging period. Males sing a buzzy, two-parted song: a long note on a high pitch followed by 3-6 shorter, lower notes. Another song, often given repeatedly before dawn, is a rapid stutter followed by lower buzzy notes. It is associated with territorial defense.",Passeriformes,Parulidae,New World Warblers,Golden-winged Warbler,TRUE,Vermivora chrysoptera,no,
allabout_birds,Grace's Warbler,Setophaga graciae,12,"The most common call note is a fairly loud, rich, smacking  "" tsip "" . Male sings an accelerating series of sweet notes, rising at the end.",Passeriformes,Parulidae,New World Warblers,Grace's Warbler,TRUE,Setophaga graciae,no,
allabout_birds,Grasshopper Sparrow,Ammodramus savannarum,11.15,"The main call note is a high-pitched  "" seet. "" They also make a series of staccato two-parted  "" tiddick  "" notes when alarmed.  The Grasshopper Sparrow's typical song is a thin, insectlike buzz preceded by two to three ticking chips,  "" tick tick pzzzzzzzz.  "" Males also perform a squeaky, chirping song associated with flight display, though this is less frequently observed.",Passeriformes,Passerellidae,New World Sparrows,Grasshopper Sparrow,TRUE,Ammodramus savannarum,no,
allabout_birds,Gray Catbird,Dumetella carolinensis,22.5,"The most common call is a raspy mew that sounds like a cat. Catbirds also make a loud, chattering  "" chek-chek-chek "" and a quiet  "" quirt "" . Male Gray Catbirds sing a long, halting series of short notes collected into  "" phrases, ""  which combine to make a song. One whole song can last many minutes. Sounds include whistles, squeaks, gurgles, whines, and nasal tones. The notes often are imitations of other birds as well as of frogs and mechanical sounds. The series of sounds is random, but certain notes are often repeated. While mockingbirds tend to repeat phrases three or more times, and Brown Thrashers typically sing phrases twice before moving on, Catbirds usually don't repeat phrases. Females sing infrequently, and when they do, their songs are sung more quietly.",Passeriformes,Mimidae,"Mockingbirds, Thrashers",Grey Catbird,TRUE,Dumetella carolinensis,no,
allabout_birds,Gray Flycatcher,Empidonax wrightii,14.5,"Both sexes give a loud  "" whit "" call note. Males sing a sharp, quick  "" chibit  "" often followed by a higher-pitched, rising  "" tweet.  "" The use of these elements varies, with some (especially the  "" chibit "" ) repeated in quick sequences. Males also perform a flight song, a rapid series of  "" whit  "" calls notes followed by a jumble of other call types.",Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura",American Grey Flycatcher,TRUE,Empidonax wrightii,no,
allabout_birds,Gray Hawk,Buteo plagiatus,NA,"Gray Hawks make two vocalizations. The first is a 3-note whistled call that is given throughout the breeding season.  It is used to define territories, maintain pairs, and advertise locations to potential mates.  The call can be rolled, slurred, and exaggerated at times. Gray Hawks also give a single-note alarm call, which females give mainly when irritated or alarmed.  It can also indicate excitement during prey exchange or copulation, disputes between males, or food begging by nestlings. This call is used year-round.",Accipitriformes,Accipitridae,"Kites, Hawks, Eagles",Grey Hawk,TRUE,Buteo plagiatus,no,
allabout_birds,Gray Partridge,Perdix perdix,31.5,"Gray Partridges have a short, scratchy ternlike call that lasts for less than 1 second. When they flush they give a rapid, scratchy  "" kut, kut, kut "" .",Galliformes,Phasianidae,Pheasants & Allies,Grey Partridge,TRUE,Perdix perdix,no,
allabout_birds,Gray Vireo,Vireo vicinior,14,"In alarm or when defending the nest area, both sexes give short, nasal calls and rapid-fire series of raspy notes, similar to other vireos' alarm calls. Males sing a long, leisurely series of paired  "" che-wee "" , "" chee-woo  "" or similar whistles that rise or fall in pitch. The quality is less burry than in many other vireos' songs. Females sometimes sing partial songs that are similar. Males also have a much more hurried and varied version of the song.",Passeriformes,Vireonidae,"Vireos, Greenlets, Shrike-babblers",Grey Vireo,TRUE,Vireo vicinior,no,
allabout_birds,Gray-cheeked Thrush,Catharus minimus,16.5,"Complex song of burry flute-like notes, usually ending on a downslur. Nocturnal flight note a one-or two-note  "" whe-eer ""  dropping in pitch.",Passeriformes,Turdidae,Thrushes,Grey-cheeked Thrush,TRUE,Catharus minimus,no,
allabout_birds,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,17.5,"An incisive, rising, buzzy  "" chew  "" is the most commonly heard call, given in flight and many different interactions. Alarm calls include chirping and squawking sounds. Males court females with a twittering, buzzy carol, a series of  "" chew "" notes that vary in pitch and loudness and are interspersed with other calls. In the Aleutian Islands, females occasionally sing as well.",Passeriformes,Fringillidae,"Finches, Euphonias",Grey-crowned Rosy Finch,TRUE,Leucosticte tephrocotis,no,
allabout_birds,Great Black-backed Gull,Larus marinus,75,"Both male and female Great Black-backed Gulls have deep, hoarse, swallowed-sounding calls. They also give long, trumpeting calls made up of similar deep sounds combined with louder, higher-pitched notes. They make these calls while raising and lowering their heads repeatedly.",Charadriiformes,Laridae,"Gulls, Terns, Skimmers",Great Black-backed Gull,TRUE,Larus marinus,no,
allabout_birds,Great Blue Heron,Ardea herodias,117,"Great Blue Herons are most vocal on the breeding grounds, where they greet their partner with squawking  "" roh-roh-rohs "" in a 'landing call' when arriving at the nest. A disturbance can trigger a series of clucking  "" go-go-gos "" , building to a rapid  "" frawnk "" squawk that can last up to 20 seconds. If directly threatened, birds react with a screaming  "" awk "" lasting just over 2 seconds. Chicks give a  "" tik-tik-tik "" call within minutes of hatching.",Pelecaniformes,Ardeidae,"Herons, Bitterns",Great Blue Heron,TRUE,Ardea herodias,no,
allabout_birds,Great Cormorant,Phalacrocorax carbo,87,"Resonant, guttural and purring calls at the nest but otherwise silent.",Suliformes,Phalacrocoracidae,"Cormorants, Shags",Great Cormorant,TRUE,Phalacrocorax carbo,no,
allabout_birds,Great Crested Flycatcher,Myiarchus crinitus,19,"Males and females share four basic daytime calls. The most characteristic and frequent call is a loud, penetrating  "" whee-eep "" whistle that rises quickly and ends abruptly. This call may serve as a contact call between a mated pair or between parents and young. But it is also given as a warning if either parent spots an intruder or predator nearing the nest. The simplest call is a shorter version of the whistle that's usually repeated rapidly 3-10 times. It indicates stress and excitement. A relaxed, slightly burry, vibrato all is given by foraging birds, when flying, or by mates to each other. It's the most common call between mates and may be a locator note. It's also tossed between distant neighbors, but is replaced by other calls if an encounter heats up. These three notes can be modified in pitch and duration, and also be strung together in multi-call bursts or  "" runs, ""  along with a variety of less stylized calls.The fourth common call, a rasping or stuttering  "" rurr "" , is the harshest sounding and indicates stress and alarm. The male sings a three-part dawn song: two short, sweeping whistles (one low- and one high-pitched) and a low burry vibrato. The order of these sylllables can vary, and the whole song lasts about 3 seconds. The two upsweeping whistles resemble the  "" whee-eep "" call (see Calls), but are more relaxed. The final note is sometimes absent or may be so soft it can only be heard by a nearby mate. Singing can become intense just before dawn: a male within the canopy may sing every two seconds in bouts of 15 to 30 minutes.",Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura",Great Crested Flycatcher,TRUE,Myiarchus crinitus,no,
allabout_birds,Great Egret,Ardea alba,99,"Great Egrets make dry, croaking sounds, nasal squeals, and other harsh calls. They are particularly vocal during breeding season as they go about establishing territories, courting, forming pairs, and maintaining pair bonds.",Pelecaniformes,Ardeidae,"Herons, Bitterns",Great Egret,TRUE,Ardea alba,no,
allabout_birds,Great Gray Owl,Strix nebulosa,72.5,"Adults also make a soft double hoot when defending territories or during food delivery. During the breeding season (roughly from March-July), males and females give a low-pitched series of resonating  "" hoos "" that last for 6-8 seconds with about 30 seconds between calls. The male's vocalization is lower pitched than the female's.",Strigiformes,Strigidae,Owls,Great Grey Owl,TRUE,Strix nebulosa,no,
allabout_birds,Great Horned Owl,Bubo virginianus,54.5,"Young owls give piercing screams when begging for food, while adults may scream to defend the nest. Adults make an array of other sounds, including whistles, barks, shrieks, hisses, coos, and wavering cries. Great Horned Owls advertise their territories with deep, soft hoots with a stuttering rhythm:  "" hoo-h'HOO-hoo-hoo "" . The male and female of a breeding pair may perform a duet of alternating calls, with the female's voice recognizably higher in pitch than the male's.",Strigiformes,Strigidae,Owls,Great Horned Owl,TRUE,Bubo virginianus,no,
allabout_birds,Great Kiskadee,Pitangus sulphuratus,NA,"Their namesake call is a three-syllable delivery, with a sharp accent on the first syllable (which someone thought sounded like  "" KIS-ka-dee "" , though many choose other descriptions). It is given in many different situations, such as among mates, across neighboring territories, or during disputes. They also give a short one-syllable, protesting screechy call when harassing predators or to scatter other birds at a feeding site.",Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura",Great Kiskadee,TRUE,Pitangus sulphuratus,no,
allabout_birds,Great-tailed Grackle,Quiscalus mexicanus,42,"When ready to mate, both sexes give a 'solicitation call' of clear  "" cheat "" or  "" che "" notes. Both males and females also make a low-pitched, hard  "" chut "" alarm call, and males give a loud  "" clack "" in response to humans and other predators. Females 'chatter' when building the nest and when incubating eggs and feeding young. Great-tailed Grackles make an impressive array of sounds, ranging from sweet, tinkling notes to what one biologist described as 'calls so loud they were best heard at a distance.' Other descriptions include 'rusty gate hinge' and 'machinery badly in need of lubrication.' The male's territorial song includes a sound like crackling brush, a rapid-fire  "" ki ki ki "" repeated 1-12 times, mechanical rattling notes, and a shrieking, high-pitched whistle.",Passeriformes,Icteridae,"Oropendolas, Orioles, Blackbirds",Great-tailed Grackle,TRUE,Quiscalus mexicanus,no,
allabout_birds,Greater Pewee,Contopus pertinax,18,"Call a  "" pip-pip-pip. ""  Song a clear whistled  "" Ho-say ma-ree-ah. """,Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura",Greater Pewee,TRUE,Contopus pertinax,no,
allabout_birds,Greater Prairie-Chicken,Tympanuchus cupido,43,"The low booming of displaying males is made by air passing through the syrinx and amplified by the inflating air sacs, which are extensions of the esophagus. Displaying males also give cluck, whoop, whine, and cackle. Females make a  "" kuk "" call in interactions with other adults, a  "" brirrrb "" call when gathering their chicks, and a  "" kwerr  "" call when warning them about predators.",Galliformes,Phasianidae,Pheasants & Allies,Greater Prairie Chicken,TRUE,Tympanuchus cupido,no,
allabout_birds,Greater Roadrunner,Geococcyx californianus,53,"Both members of a pair give a single-note coo as part of a display following copulation. Another variation sounds like a low-pitched growl and is given when a pair forages together, or by a parent communicating with chicks on the nest. Both male and female also make a short, sharp barking call that sounds like a yipping coyote. Females bark when at the nest site in response to a mate foraging nearby. As part of the courtship display, males make a low-pitched call consisting of mechanical-sounding  "" putts "" and whirs as he faces the female. Male Greater Roadrunners make a distinct  "" co-coo-coo-coo-coooooo "" in a series of 3-8 downward slurring notes to attract or contact a mate and mark a territory. Beginning before sunrise, the cooing can be heard up to a quarter-mile away, and often elicits a response from a neighboring male.",Cuculiformes,Cuculidae,Cuckoos,Greater Roadrunner,TRUE,Geococcyx californianus,no,
allabout_birds,Greater Sage-Grouse,Centrocercus urophasianus,65.5,"Off the lek, males make a soft  "" wut "" call when warning others of predators. Females give a variety of calls, though their function has not been well studied. When accompanying a brood, a soft, repetitive warning call indicates danger, while a single-note contact call helps keep chicks together. To distract or confront a predator, they use a loud hissing call. Females also call when soliciting males on the lek.",Galliformes,Phasianidae,Pheasants & Allies,Sage Grouse,TRUE,Centrocercus urophasianus,no,
allabout_birds,Greater Scaup,Aythya marila,47.5,"Males and females tend to be more vocal during the breeding season; otherwise they are fairly quiet. The male gives a soft, nasal whistle during courtship. The female gives a hoarse, raspy  "" arr-arr-arr "" often while stretching her neck or when alarmed.",Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater Scaup,TRUE,Aythya marila,no,
allabout_birds,Greater White-fronted Goose,Anser albifrons,72.5,"In flight Greater White-fronted Geese sound like they are laughing—a high-pitched yelping call, consisting of two or three notes. They also give a high-pitched squeak that trails off at the end.",Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater White-fronted Goose,TRUE,Anser albifrons,no,
allabout_birds,Greater Yellowlegs,Tringa melanoleuca,31,"The typical call of the Greater Yellowlegs is a clear, ringing  "" tew tew tew "" , given in sequences of three or more (sometimes described as if the bird is saying its name:  "" yel-low-legs "" ). During the male's elaborate courting display, he gives an insistent  "" tuu-whee tuu-whee "" yodel that is rarely heard away from the breeding grounds.  Song a repeated, rolling  "" kee-lee-wee "" .",Charadriiformes,Scolopacidae,"Sandpipers, Snipes",Greater Yellowlegs,TRUE,Tringa melanoleuca,no,
allabout_birds,Green Heron,Butorides virescens,43.5,"Green Herons give a harsh, explosive  "" skeow "" call that, once learned, is a distinctive sound of wetlands. They give it while perched, when flying, or when disturbed by an approaching predator. When disturbed at the nest they use a series of raspy clucks,  "" kuk-kuk-kuk-kuk "" . They also give grating screams.",Pelecaniformes,Ardeidae,"Herons, Bitterns",Green Heron,TRUE,Butorides virescens,no,
allabout_birds,Green Jay,Cyanocorax yncas,29,"Green Jays give frequent, loud bell-like calls in flight and fairly regular, loud  "" cheh "" contact calls when foraging together. Many other calls, used in specific social contexts, sound like screaming, bubbling, rattling, buzzing, peeping, and clicking.",Passeriformes,Corvidae,"Crows, Jays",Inca Jay,TRUE,Cyanocorax yncas,no,
allabout_birds,Green-tailed Towhee,Pipilo chlorurus,NA,"Green-tailed Towhees have a distinctive mewing call that is thin, high, and rises in pitch. Both sexes use this call to stay in contact while foraging, upon leaving the nest, or while in flight. When alarmed, they make a sharp, repeated  "" tick "" note. Males sing a long, jumbled series of clear whistles and trills lasting about 2.5 seconds. A singing male at the height of the breeding season may sing up to 12 songs per minute.",Passeriformes,Passerellidae,New World Sparrows,Green-tailed Towhee,TRUE,Pipilo chlorurus,no,
allabout_birds,Green-winged Teal,Anas crecca,35,"Males give a clear whistling call as part of several courtship displays, sometimes adding a rapid chitter. Green-winged Teal females give a repeated, shrill quack on the wintering grounds, during courtship, and to distract potential predators when brooding. They also give 5-15 fast, persistent quacks, about 2 per second, when searching for nest sites, perhaps to lure potential predators out and assess a site's safety. A series of 4-7 quacks of decreasing volume is given during courtship, as well as a harsh, rattling call made when inciting a male during pair formation.",Anseriformes,Anatidae,"Ducks, Geese, Swans",Eurasian Teal,TRUE,Anas crecca,no,
allabout_birds,Groove-billed Ani,Crotophaga sulcirostris,34,"A rather loud, incisive, high-pitched  "" tsweeuw  "" is given in flight and in many different interactions.",Cuculiformes,Cuculidae,Cuckoos,Groove-billed Ani,TRUE,Crotophaga sulcirostris,no,
allabout_birds,Gull-billed Tern,Gelochelidon nilotica,35.5,"Call a slightly upslurred  "" kay-wek. """,Charadriiformes,Laridae,"Gulls, Terns, Skimmers",Gull-billed Tern,TRUE,Gelochelidon nilotica,no,
allabout_birds,Gunnison Sage-Grouse,Centrocercus minimus,51,"Off the lek, males make a soft  "" wut "" call when warning others of predators. Females give a variety of calls, though their function has not been well studied. When accompanying a brood, females have both a contact call, and a call to warn their young of danger. To distract or confront a predator, they use a loud hissing call. Females also call when soliciting males on the lek.",Galliformes,Phasianidae,Pheasants & Allies,Gunnison Grouse,TRUE,Centrocercus minimus,no,
allabout_birds,Gyrfalcon,Falco rusticolus,56,"When alarmed, Gyrfalcons give a hoarse 'kak kak kak' with several repetitions per second. They give a sharp 'chup' when foraging or transferring food, repeating it up to 20 times. Other calls include chatters, wails, and low whines. The female's calls are usually lower in pitch than the male's.",Falconiformes,Falconidae,"Caracaras, Falcons",Gyrfalcon,TRUE,Falco rusticolus,no,
allabout_birds,Hairy Woodpecker,Dryobates villosus,22,"The most common call of the Hairy Woodpecker is a short, sharp  "" peek "" note very similar to Downy Woodpeckers, but slightly lower pitched and often sounding more emphatic. Hairy Woodpeckers also make a rattle or whinny. This call is also similar to the Downy Woodpecker but does not descend in pitch at the end.",NA,NA,NA,NA,FALSE,Dryobates villosus,no,
allabout_birds,Hammond's Flycatcher,Empidonax hammondii,14,"A clipped but sweet  "" pip  "" is the most commonly heard call, probably used as an alarm and contact call. Other buzzy, trilled, and whistled calls are limited to the breeding grounds. The short 3-part song begins with a quick  "" se-put "" , following by a husky  "" tsurrt "" , and ending with a low-pitched  "" chu-lup.  "" The whole song lasts about 1.5 seconds. The last element of the song is clearly lower in pitch than the last element of Dusky Flycatcher's song.",Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura",Hammond's Flycatcher,TRUE,Empidonax hammondii,no,
allabout_birds,Harlequin Duck,Histrionicus histrionicus,40,"Quite vocal for a sea duck. The common vocalization is a mouselike squeak, which can vary in frequency and intensity.",Anseriformes,Anatidae,"Ducks, Geese, Swans",Harlequin Duck,TRUE,Histrionicus histrionicus,no,
allabout_birds,Harris's Hawk,Parabuteo unicinctus,52.5,"Harris's Hawks have an angry sounding, grating call given on territories or at a kill site when intruders are near. The call lasts for about 3 seconds.",Accipitriformes,Accipitridae,"Kites, Hawks, Eagles",Harris's Hawk,TRUE,Parabuteo unicinctus,no,
allabout_birds,Harris's Sparrow,Zonotrichia querula,18.5,"Male and female sparrows most often call with a loud  "" tchip "" when foraging in flocks and connecting with each other. When they are alarmed they utter a louder  "" weenk "" . The song of the Harris's Sparrow is a simple plaintive whistle made up of 1-3 evenly spaced notes. This is one song that is easy to imitate because each note is on the same pitch. Its song lasts for about 2 seconds, but it will continue to sing about 10 songs per minute, often singing for nearly an hour. Sometimes it will mix in a few buzzy, hoarse notes into its song. The male sings from exposed perches within its territory, singing more frequently in the morning and in the evening than during midday.",Passeriformes,Passerellidae,New World Sparrows,Harris's Sparrow,TRUE,Zonotrichia querula,no,
allabout_birds,Heermann's Gull,Larus heermanni,49.5,"Males give a rapid series of  "" ah "" calls, sounding like laughter, during courtship. Both sexes give a low-pitched,  "" ow "" or  "" ow-ak "" in many contexts and a high-pitched, reedy call when squabbling over food at sea.",Charadriiformes,Laridae,"Gulls, Terns, Skimmers",Heermann's Gull,TRUE,Larus heermanni,no,
allabout_birds,Henslow's Sparrow,Centronyx henslowii,12,"The usual alarm call of the Henslow's Sparrow is a sharp  "" tsip.  "" They also make a series of high-pitched whistles during the height of the breeding season. The Henslow's Sparrow has the simplest and shortest song of any North American songbird. To the human ear it is a simple, buzzed  "" tzelick "" , but spectrographic analysis reveals a more complicated song that is outside the range of human hearing.",Passeriformes,Passerellidae,New World Sparrows,Henslow's Sparrow,TRUE,Centronyx henslowii,no,
allabout_birds,Hepatic Tanager,Piranga flava,14.4,"A clipped  "" tchup  "" is the most commonly heard call; in flight, birds occasionally give a soft, jaylike  "" wenk "" . Primary song is a sweet, mellow, robinlike warble that might recall Black-headed Grosbeak, lasting 3-4 seconds "" . """,Passeriformes,Cardinalidae,Cardinals & Allies,Red Tanager,TRUE,Piranga flava,no,
